"שם מוצר","מק""ט",כמות,"יחידת מידה","האם מגיע במארז","צורת מארז","יחידת מידה במארז","מספר פריטים במארז",קטגוריה,ספק,"מחיר מחירון","אחוז הנחה",פיקדון,מיסים,"מוצר חייב במע""מ","צורת ספירת מלאי","ברקוד יצרן","הגבלת כמות להזמנה"
"משטח זר",1002841,1,יחידות,לא,,,,"משקאות קלים",טמפו,10,0,0,,כן,"מארז + יחידת מידה במארז",7290011133566,
"משטח מים",1002842,1,יחידות,לא,,,,"משקאות קלים",טמפו,10,0,0,,כן,"מארז + יחידת מידה במארז",7290011133559,
"נשר מאלט ח""פ 330 בקבוק שישייה",3003336,6,יחידות,כן,מארז,יחידות,4,"משקאות קלים",טמפו,90.18,20,6.15,,כן,"מארז + יחידת מידה במארז",7290006764485,
"סבן אפ 330 מ""ל בקבוק 24 יח'",3002047,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,89.1,30,6.15,,כן,"מארז + יחידת מידה במארז",7290006764027,
"סבן אפ פחית צרה 330 שישייה ח",7009907,330,"מ""ל",כן,מארז,יחידות,4,"משקאות קלים",טמפו,49.794,0,6.154,,כן,"מארז + יחידת מידה במארז",7290000327044,
"סודה 275 מ""ל בקבוק 24 יח'",3005027,275,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,60.01,25,6.10143,,כן,"מארז + יחידת מידה במארז",7290008464611,
"סן בנדטו 500 מ""ל 4 שישיות",7002020,6,יחידות,כן,מארז,יחידות,4,"משקאות קלים",טמפו,87.29,65,0.508333,,כן,"מארז + יחידת מידה במארז",7290006229427,
"דיאט סבן אפ בקבוק",3002048,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,89.1,30,6.1,,כן,"מארז + יחידת מידה במארז",7290006764034,
"פפסי 1.5 ליטר שישייה פק",3005386,1.5,ליטר,כן,מארז,יחידות,1,"משקאות קלים",טמפו,44,0,1.53,,כן,"מארז + יחידת מידה במארז",7290000136769,
"פפסי 330 מ""ל בקבוק 24 יח'",3002044,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,89.1,0,6.1,,כן,"מארז + יחידת מידה במארז",7290006764003,
"פפסי פחית צרה 330 שישייה ח",7009905,6,יחידות,כן,מארז,יחידות,4,"משקאות קלים",טמפו,80.49,0,6.15,,כן,"מארז + יחידת מידה במארז",7290000327020,
"פפסי מקס פחית צרה 330 שישייה ח",7009809,6,יחידות,כן,מארז,יחידות,4,"משקאות קלים",טמפו,82.99,0,6.10333,,כן,"מארז + יחידת מידה במארז",7290011133634,
"XL פחית",3003372,250,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,87.2,0,0.7625,,כן,"מארז + יחידת מידה במארז",5906485301012,
"ברוסט טלה מפורק",1017,1,"ק""ג",כן,מארז,יחידות,1,בשר,"ביאצה מפעל למעדני בשר בעמ",55,0,0,,כן,מוצר,,0
"חזה עוף פרוס 70ג״ר (שניצל)",1032,1,"ק""ג",לא,מארז,יחידות,1,בשר,"ביאצה מפעל למעדני בשר בעמ",33,0,0,,כן,מוצר,,0
"כנפיים עוף חצוי",1024,1,"ק""ג",לא,מארז,יחידות,1,בשר,"ביאצה מפעל למעדני בשר בעמ",14,0,0,,כן,מוצר,,0
"פילה עוף",1030,1,"ק""ג",כן,מארז,יחידות,1,בשר,"ביאצה מפעל למעדני בשר בעמ",35,0,0,,כן,מוצר,,0
"קוביות פילה עוף",1165,1,"ק""ג",כן,מארז,יחידות,1,בשר,"ביאצה מפעל למעדני בשר בעמ",35,0,0,,כן,מוצר,,0
"אלף האיים מנות הלמנס 900 י״ח",68079,1,יחידות,כן,מארז,יחידות,900,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",172,0,0,,כן,מארז,,0
"בוטנים מטוגנים גרוסים 1 קג",60333,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",24,0,0,,כן,מוצר,,0
"בורגול טורקי עבה",10804,25,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",120,0,0,,כן,שקיל,,0
"זיתים קלמטה מגולען חצאים 10 ק",40231,10,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",23,0,0,,כן,מוצר,,0
"חמוציות חתוך 4.5 ק״ג",223055,4.5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",22,0,0,,כן,מארז,,0
"טמפורה (בלילה) 1 ק״ג - מזרח ומע",48573,1,"ק""ג",כן,מארז,יחידות,10,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",150,0,0,,כן,מארז,,0
"מיונז מנות הלמנס 900 י״ח",68093,1,יחידות,כן,מארז,יחידות,900,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",258,0,0,,כן,מארז,,0
"מלח דק 1 ק״ג",65301,1,"ק""ג",כן,מארז,יחידות,12,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",20.4,0,0,,כן,מארז,,0
"מרק בקר תלמה 1 ק״ג (10 יחידות)",50411,1,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",360,0,0,,כן,מארז,,0
"מרק דגש תלמה 1 ק״ג",50401,1,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",160,0,0,,כן,מארז,,0
"סוכר 1 ק״ג",65101,1,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",45,6.67,0,,כן,מארז,,0
"סומאק אקסטרא",32501,1,"ק""ג",לא,,,,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",35,0,0,,כן,מוצר,,0
"פירורי לחם מוזהב10 ק״ג",48572,10,"ק""ג",כן,מארז,יחידות,1,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",60,0,0,,כן,מארז,,0
"פלפל שחור גרוס בשקוביץ/ברמן 1ק",304055,1,"ק""ג",לא,,,,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",35,-28.57,0,,כן,מוצר,,0
"פלפל שחור טחון 1 ק״ג ex",30406,1,"ק""ג",לא,,,,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",35,-28.57,0,,כן,מוצר,,0
"קטשופ מנות הלמנס 996 יח׳",67185,1,יחידות,כן,מארז,יחידות,996,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",138,0,0,,כן,מארז,,0
"קינואה אדומה 25 ק״ג",68399,25,"ק""ג",לא,,,,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",85,0,0,,כן,מוצר,,0
"קמח תפוח אדמה 500 גרם- אין הח",11003,0.5,"ק""ג",כן,מארז,יחידות,20,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",80,0,0,,כן,מארז,,0
"רוטב ברבקיו הלמנס 5.8 ק״ג",68217,5.8,"ק""ג",לא,,,,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",95,0,0,,כן,מוצר,,0
"רוטב ברבקיו הלמנס מנות 996 יח׳",68694,1,יחידות,כן,מארז,יחידות,996,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",215,0,0,,כן,מארז,,0
"רוטב טריאקי קנור 6.4 ק״ג",50671,6.4,"ק""ג",כן,מארז,יחידות,4,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",113,0,0,,כן,מארז,,0
"רוטב סויה קלאסי קנור 6 ק״ג",50381,6,"ק""ג",כן,מארז,יחידות,4,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",424,0,0,,כן,מארז,,0
"רכז רימונים גלון 4 ק״ג",48355,4,"ק""ג",כן,מארז,יחידות,4,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",88,0,0,,כן,מארז,,0
"שום כתוש מיטב 5 ק״ג",66506,5,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",58,0,0,,כן,מוצר,,0
"תמרים ג׳מבו יצוא (זהב לבן) 5 ק",68204,5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",180,0,0,,כן,מארז,,0
"גבינה חלומי וואיט 3 ק״ג",50808,3,"ק""ג",כן,מארז,יחידות,1,"מוצרי חלב וגבינות","בני מאלק סוידאן בעמ",53,0,0,,כן,מארז,,
"גבינת פטה 4 ק״ג- כשרות מיוחדת",50801,4,"ק""ג",לא,מארז,יחידות,1,"מוצרי חלב וגבינות","בני מאלק סוידאן בעמ",100,0,0,,כן,מוצר,,
"לחמניה בורגר גדול",1001,1,יחידות,לא,מארז,יחידות,20,"לחמניות ולחמים","רייף בייקרי",2.25,0,0,,כן,"יחידת מידה במארז",,
"בשר בקר להמבורגר",,1,"ק""ג",לא,ארגז,יחידות,1,בשר,אשרף,50.8474,0,0,,כן,מוצר,,
"לחמנייה בורגר ילדים",1002,1,יחידות,לא,ארגז,יחידות,20,"לחמניות ולחמים","רייף בייקרי",2,0,0,,כן,מוצר,,
"מלח 1/12 קג שולחן דק",1400,1,"ק""ג",כן,מארז,חבילות,12,"יבשים וקונדיטוריה","שופרסל אמיגה",1.44,0,0,,כן,מארז,,
"פלפל שחור טחון 1 קג נפטון",37320,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","שופרסל אמיגה",28,0,0,,כן,ללא,,
"ג׳מבו תאית 1/12",1,1,יחידות,כן,שקית,יחידות,12,"חומרי ניקוי","אוורסט מפעל לייצור מוצרי נייר בעמ",35,14.53,0,,כן,מוצר,,
"חמוציות חתוך 1/11.34",22305,11.34,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",238.14,0,0,,כן,שקיל,,
"תבלין פרגיות פלדלפיה 1 ק״ג",329022,1,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",40,45,0,,כן,שקיל,,
"דיאט סבן אפ פחית צרה 330 שישייה ח",7009925,330,"מ""ל",כן,מארז,יחידות,4,"משקאות קלים",טמפו,80.49,39.99,6.15,,כן,"מארז + יחידת מידה במארז",7290000135182,
"אבוקדו טבעי 1 ק״ג קפוא",13351000,1,"ק""ג",כן,קרטון,שקיות,10,קפואים,"טרז פזוס שיווק בעמ",19,0,0,,כן,מוצר,,
"אבוקדו טבעי 1 ק״ג קפוא",1335100,1,"ק""ג",כן,מארז,יחידות,10,קפואים,"טרז פזוס שיווק בעמ",260.755,0,0,,כן,מארז,,
"טחון עגלה להמבורגר קפוא ארוז",40020,1,"ק""ג",לא,,,1,בשר,"אק.סי.לנס מייט בע״מ",42,0,0,,כן,שקיל,,
"חומץ חום 4 ליטר בשקביץ",180620,4,ליטר,לא,,,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",16.43,0,0,,כן,שקיל,,
"רוטב אלף האיים בלאק 4 ליטר",2126557,4,ליטר,לא,,,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",93,0,0,,כן,שקיל,,
"רביולי גבינות מחולק למנות",131714,1,"ק""ג",לא,,,1,קפואים,"מנטור פוד בעמ",47.86,0,0,,כן,שקיל,,
"שייטל עגלה מינוט פרוס 1.5 מ״מ ארוז 130 גרם קפוא",30054,1,"ק""ג",לא,,,1,בשר,"אק.סי.לנס מייט בע״מ",65,0,0,,כן,שקיל,,
"רוטב טריאקי 6.4 ק״ג קנור",7290000168760,6.4,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",113.18,0,0,,כן,שקיל,,
"סוכר סוגת 1 ק״ג",211503,10,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","שופרסל אמיגה",3.5,0,0,,כן,שקיל,,
"פלפל שחור גרוס 1 קג",7290015543323,1,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","שופרסל אמיגה",30.93,0,0,,כן,שקיל,,
"רוטב אלף איים 4 ק״ג",7290112010049,4,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","שופרסל אמיגה",39,-2.54,0,,כן,שקיל,,
"מיונז מנות 9 גרם",7290116530796,900,יחידות,לא,,,900,"יבשים וקונדיטוריה","שופרסל אמיגה",149.99,0,0,,כן,מוצר,,
"בורגול עבה 5 ק״ג",7290012004933,5,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","שופרסל אמיגה",23,-2.13,0,,כן,שקיל,,
"קופסת בורגר משפחתי",722235365,1,יחידות,לא,,,,"חד פעמי ואריזות","קי.אי.אם שירותי סחר בע״מ",4.5,-3.11,0,,כן,מוצר,,
"מגבון לח",720001110,1,יחידות,לא,,,,"חד פעמי ואריזות","קי.אי.אם שירותי סחר בע״מ",0.103,0,0,,כן,מוצר,,
"רבנות כרובית פרחים 4/2.5 מילוטל",66611477,2.5,"ק""ג",כן,קרטון,שקיות,4,קפואים,"קפוא זן",112,-1.79,0,,כן,שקיל,,
"שמן טיגון מתקדם 10 ליטר",3500001,10,ליטר,לא,,,,"יבשים וקונדיטוריה",פאנדאנגו,89.6,0,0,,כן,ללא,,
"מסנן רשת מסגרת ez-flow",9ka5510,1,יחידות,לא,,,,"יבשים וקונדיטוריה",פאנדאנגו,360,0,0,,כן,ללא,,
"אבקת סינון שמן ביונד אוייל 1/50",3500005,50,"ק""ג",לא,,,,"יבשים וקונדיטוריה",פאנדאנגו,1250,0,0,,כן,ללא,,
"שמן איסוף",1,1,יחידות,לא,,,1,"יבשים וקונדיטוריה",פאנדאנגו,-5,20,0,0,כן,ללא,,
"חסה עגולה מגש (6 יח)",40003,1,יחידות,כן,מארז,יחידות,6,"ירקות פירות ועשבי תיבול","עונות ישראל",27,0,0,0,לא,שקיל,,
"חסה לליק נספק",43245,0.5,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","עונות ישראל",9,-8.89,0,,לא,שקיל,,
"נבטי חמניה יח",40201,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","עונות ישראל",6.5,0,0,0,לא,שקיל,,
"בצל מקולף",40151,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","עונות ישראל",5,-40,0,0,לא,שקיל,,
"משחת כלים דלי",40108,1,יחידות,לא,,,1,"חומרי ניקוי","סיוון חומרי ניקיון",48.3,0,0,,כן,שקיל,,
"סחבה מיקרופייבר בתפזורת (120 בקרטון)",40442,120,יחידות,לא,,,1,"חומרי ניקוי","סיוון חומרי ניקיון",384,0,0,,כן,שקיל,,
"מטליות 110 בתפזורת 250 יח",7712,250,יחידות,לא,,,1,"חומרי ניקוי",סילקו,96,3,0,,כן,שקיל,,
"פרגפלסט- דפי ניילון להפרדה 1 חב",7181,1,יחידות,לא,,,1,"חומרי ניקוי",סילקו,16,0,0,,כן,שקיל,,
"מיכל פ.פ מלבני 2 ליטר 135 יח",753201,135,יחידות,לא,,,1,"חד פעמי ואריזות",סילקו,110,0,0,,כן,שקיל,,
"סמרטוט רצפה לבן זיג זג 12 יח",077000,12,יחידות,לא,,,1,"חומרי ניקוי",סילקו,18,0,0,,כן,שקיל,,
"מזלגון עץ 9 ס״מ 100 יח",7858,1,יחידות,לא,,,1,"חד פעמי ואריזות",סילקו,2.6,0,0,,כן,שקיל,,
"כפפות ניטריל שחורות M א-100 יח",745306,1,יחידות,לא,,,1,"חומרי ניקוי",סילקו,12.18,3,0,,כן,מוצר,,
"מטאטא ניילון 30 ס״מ 1 יח",7477,1,יחידות,לא,,,1,"חומרי ניקוי",סילקו,4.25,0,0,,כן,שקיל,,
"מלח גבישי 25 ק״ג למדיח",6080,25,"ק""ג",לא,,,1,"חומרי ניקוי",סילקו,32,0,0,,כן,שקיל,,
"גורג קינג קריספי",1,1,יחידות,לא,,,1,"חד פעמי ואריזות","מרכז החד פעמי",0.74,0,0,0,כן,שקיל,,
"מפיות פרח קריספי",106,1800,יחידות,לא,,,1,"חד פעמי ואריזות","מרכז החד פעמי",134.999,0,0,0,כן,שקיל,,
"ביו חצי מודפס אקס",4123,1,יחידות,לא,,,1,"חד פעמי ואריזות","מרכז החד פעמי",0.67,0,0,0,כן,שקיל,,
"חמאה צרפתית פלשרד 200גר",7290019982142,200,גרם,לא,,,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",7,-28.57,0,0,כן,שקיל,,
"בולגרית קריסטל דליקטס 4 ק״ג",72908605862,4,"ק""ג",לא,,,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",92,0,0,,כן,שקיל,,
"לחמניה קמח מלא",10052,1,יחידות,לא,,,1,"לחמניות ולחמים","רייף בייקרי",1.8,0,0,0,כן,שקיל,,
"ג'אמפ אקסטרה פרוט אשכוליות 1.5 תריסר",3005486,1.5,ליטר,כן,מארז,יחידות,12,"משקאות קלים",טמפו,47.58,0,3.05,,כן,"מארז + יחידת מידה במארז",7290000136455,
"סודה 1.5 ליטר שישייה בודד",3005397,1,יחידות,כן,מארז,יחידות,6,"משקאות קלים",טמפו,26.95,49.02,1.525,,כן,"מארז + יחידת מידה במארז",7290000136240,
"סיידר תפוח צלול  בקבוק",3001711,330,"מ""ל",כן,קרטון,בקבוקים,24,"משקאות קלים",טמפו,127.58,33,6.15,,כן,"מארז + יחידת מידה במארז",7290000336282,
"סיידר תפוח מוגז",3005051,275,"מ""ל",כן,קרטון,בקבוקים,24,"משקאות קלים",טמפו,106.31,33,0,,כן,"מארז + יחידת מידה במארז",7290010822096,
"מי עדן שישיה",7011897,1,יחידות,כן,חבילה,יחידות,6,"משקאות קלים",טמפו,18.61,43.9,1.52533,,כן,"מארז + יחידת מידה במארז",7290019056973,
"צ׳יפוטלה ברוטב אדובאדו 2.8 ק״ג",66598,2.8,"ק""ג",כן,ארגז,יחידות,6,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",450,0,0,,כן,ללא,,
"עמבה 5 ק״ג דלי שמש",23502,5,"ק""ג",לא,,,,"יבשים וקונדיטוריה","שופרסל אמיגה",23.99,0,0,,כן,ללא,,
"רוטב חריף סריראצ׳ה 482 גר",24463061095,1,יחידות,כן,מארז,יחידות,12,"יבשים וקונדיטוריה","שופרסל אמיגה",23.89,0,0,,כן,מארז,,
עגבניה,,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",5,0,0,,לא,ללא,,
מלפפון,,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",4.5,0,0,,לא,ללא,,
"תפוח אדמה אדום",,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",5,-10,0,,לא,ללא,,
"רוטב טריאקי 6.4 קג",168760,6.4,"ק""ג",לא,,,,"יבשים וקונדיטוריה","שופרסל אמיגה",110,0,0,,כן,ללא,,
"שקית רוטבים נייר 17.7 ס״מ 40 גר",722235363,1,"ק""ג",לא,,,1,"חד פעמי ואריזות","קי.אי.אם שירותי סחר בע״מ",31,0,0,,כן,מוצר,,
"עמבה הודית ס.נחום 4 ק״ג",50341,5,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",29,0,0,,כן,שקיל,,
"נביעות 1.5 ליטר שישייה",32196,1.5,ליטר,כן,ארגז,בקבוקים,6,"משקאות קלים","החברה המרכזית למשקאות בעמ",19.51,0,1.5255,,כן,"מארז + יחידת מידה במארז",7290110114855,
"סליק ספרייט LIME   מבצע",30154,330,"מ""ל",כן,ארגז,פחיות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",64.87,15,3.05,,כן,"מארז + יחידת מידה במארז",7290110110659,
"אוללה מים מוגזים בטעם אפרסק פחית 330 מ""ל",7011393,1,יחידות,כן,מארז,יחידות,24,"משקאות קלים",טמפו,70.67,0,6.15,0,כן,"מארז + יחידת מידה במארז",80016220023273,
"אוללה מים מוגים בטעם אבטיח פחית 330 מ""ל",7011394,1,יחידות,כן,מארז,יחידות,24,"משקאות קלים",טמפו,70.67,0,6.15,0,כן,"מארז + יחידת מידה במארז",8001620023280,
"אוללה מים מוגזים בטעם אננס פחית 330 מ""ל",7011395,1,יחידות,כן,מארז,יחידות,24,"משקאות קלים",טמפו,70.67,30,6.15,0,כן,"מארז + יחידת מידה במארז",8001620023266,
"אוללה מים מוגזים בטעם ליים פחית 330 מ""ל",7011396,1,יחידות,כן,מארז,יחידות,24,"משקאות קלים",טמפו,70.67,30,6.15,0,כן,"מארז + יחידת מידה במארז",8001620023259,
"פפסי מקס 330 מ""ל בקבוק 24 יח'",3002046,330,"מ""ל",כן,מארז,בקבוקים,24,"משקאות קלים",טמפו,89.1,30,6.1,,כן,"מארז + יחידת מידה במארז",7290006764010,
"אסאדו עגלה שלם מפורק טרי",20097,1,"ק""ג",לא,,,1,בשר,"אק.סי.לנס מייט בע״מ",45,0,0,,כן,שקיל,,
"נוזל רצפות פרו 99 סאסא 4 ליטר *4 יח",601015,1,יחידות,לא,,,1,"חומרי ניקוי",סילקו,75,3,0,,כן,מוצר,,
"אשפתון עבה 76/85 ld שחור (25 יח בגליל), א-500 יח",7291,1,יחידות,לא,,,1,"חומרי ניקוי",סילקו,155,0,0,,כן,מוצר,,
"אקסטרא שומנית משופר 25 ק״ג",401762,1,יחידות,לא,,,1,"חומרי ניקוי","סיוון חומרי ניקיון",157.5,0,0,,כן,מוצר,,
בטטה,231,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",8.5,0,0,,כן,שקיל,,
לימון,38,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",12,0,0,,לא,שקיל,,
"פלפל אדום",15,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",6.5,0,0,,לא,שקיל,,
"פלפל צהוב",17,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",7,0,0,,לא,שקיל,,
קוסברה,73,0.15,"ק""ג",כן,מארז,יחידות,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",3,0,0,,לא,מארז,,
גרגיר,78,1,נספק,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",45,0,0,,לא,שקיל,,
בזיל,999,1,שקית,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",10,0,0,,לא,שקיל,,
"פלפל צילי",9999,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",12,0,0,,כן,שקיל,,
"אטריות אורז",1221,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",12.9,0,0,,לא,מוצר,,
"אטריות אורז",1223,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",9.9,0,0,,לא,מוצר,,
"המבורגר אישי 42",33009,1,יחידות,לא,,,1,"לחמניות ולחמים","גרין לייט פוד בע״מ",3.32,0,0,0,כן,שקיל,,
קניה,12345,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",488,0,0,0,לא,ללא,,
פטריות,139384,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",33,-66.67,0,,לא,שקיל,,
חסה,124959,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",5,0,0,,לא,שקיל,,
"כרוב לבן",129383,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",6,-25,0,,לא,שקיל,,
"נבטי חמניה",95858,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",7,-42.86,0,,לא,שקיל,,
כרובית,29292,1,קרטון,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",35,0,0,,לא,שקיל,,
גזר,44949,1,קרטון,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",3.5,0,0,,לא,שקיל,,
חצילים,6789,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",6,0,0,,לא,שקיל,,
נענע,67890,1,שקית,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",45,0,0,,לא,ללא,,
צנונית,6783,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",5,-10,0,,לא,ללא,,
קיסר,866877,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",10,9.86,0,0,לא,ללא,,
לאליק,2348484,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",11,0,0,,לא,ללא,,
"כרוב אדום",49494,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",5,-100,0,,לא,ללא,,
"בצל סגול",766,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",6.5,-15.38,0,,לא,ללא,,
רביולי,787787,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",27.9,14.53,0,,כן,ללא,,
"פלפל ירוק",47473,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",11,0,0,,לא,ללא,,
חריף,58583,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",6.5,0,0,0,לא,ללא,,
סלק,56765,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",10,0,0,,לא,ללא,,
צלפים,776,150,גרם,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",12.9,0,0,,כן,ללא,,
"עגבניות שרי",5858,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",22,18.18,0,,לא,ללא,,
שמיר,6787657,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",28,0,0,,לא,ללא,,
"לימון סחוט גלון",504,1,יחידות,לא,,,1,קפואים,"תפוז טרי",75,0,0,,כן,מוצר,,
"סודה לבישול",60051,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","שופרסל אמיגה",6,0,0,,כן,מוצר,,
"רומו פסטה ברונזה פנה",8008343240666,3,"ק""ג",לא,,,,"יבשים וקונדיטוריה","שופרסל אמיגה",38.89,0,0,,כן,ללא,,
"שמן סויה",52512,5,"ק""ג",לא,,,,"יבשים וקונדיטוריה","שופרסל אמיגה",38.5,0,0,,כן,ללא,,
"ויטו  טסטר TPM",3500088,1,יחידות,לא,,,1,"יבשים וקונדיטוריה",פאנדאנגו,2415.14,0,0,0,כן,מוצר,,
"צהובה מלקוויטה 400 גר",84483,1,יחידות,לא,,,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",15,0,0,0,כן,שקיל,,
"שמנת 33% להקצפה ובישול 5 ליטר",7757,1,יחידות,לא,,,1,"מוצרי חלב וגבינות","מנטור פוד בעמ",102,0,0,,כן,מוצר,,
"עגבניות  שרי אדום",40089,1,"ק""ג",לא,,,1,"ירקות פירות ועשבי תיבול","עונות ישראל",8,0,0,,לא,מוצר,,
פטרוזיליה,71,1,יחידות,לא,,,1,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",45,0,0,,לא,מוצר,,
"שמן שומשום טהור 2 ליטר",50221,2,ליטר,לא,,,1,"חומרי גלם לבישול","בני מאלק סוידאן בעמ",74,0,0,,כן,מוצר,,
"אורגאנו 1 ק""ג",317111,1,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",26,0,0,,כן,מוצר,,
"כוס במבוק שתייה חמה 9oz, א- 1000 יח׳",198701,1,יחידות,לא,,,1,"חד פעמי ואריזות",סילקו,97.1746,0,0,,כן,מוצר,,
